uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
O34425	reviewed	G3P2_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 2 (GAPDH) (EC 1.2.1.59) (NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapB BSU29020	Bacillus subtilis 168	NP_390780.1; NC_000964.3.;WP_003229459.1; NZ_JNCM01000036.1.;	340	BSU29020	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000269|PubMed:10799476}.	GO:0004365; GO:0005829; GO:0006006; GO:0006094; GO:0043891; GO:0047100; GO:0050661; GO:0051287	gluconeogenesis [GO:0006094]; glucose metabolic process [GO:0006006]	cytoplasm
O34431	reviewed	ATCL_BACSU	Calcium-transporting ATPase (EC 7.2.2.10) (Calcium pump)	yloB BSU15650	Bacillus subtilis 168	NP_389448.1; NC_000964.3.;WP_003232087.1; NZ_JNCM01000035.1.;	890	BSU15650	NA	GO:0005388; GO:0005524; GO:0005886; GO:0015662; GO:0016887; GO:0034220; GO:0046872	monoatomic ion transmembrane transport [GO:0034220]	inner membrane
O34450	reviewed	NAGA_BACSU	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	nagA BSU35010	Bacillus subtilis 168	NP_391381.1; NC_000964.3.;WP_003243413.1; NZ_JNCM01000033.1.;	396	BSU35010	PATHWAY: Amino-sugar metabolism; N-acetylneuraminate degradation; D-fructose 6-phosphate from N-acetylneuraminate: step 4/5. {ECO:0000305}.	GO:0005506; GO:0006046; GO:0008448; GO:0019262; GO:0042803; GO:0047419	N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]	unknown
O34481	reviewed	RECD2_BACSU	ATP-dependent RecD2 DNA helicase (EC 5.6.2.3) (DNA 5'-3' helicase RecD2)	recD2 recDB yrrC BSU27480	Bacillus subtilis 168	NP_390625.1; NC_000964.3.;WP_004398511.1; NZ_JNCM01000036.1.;	798	BSU27480	NA	GO:0003677; GO:0005524; GO:0005737; GO:0006310; GO:0009295; GO:0009338; GO:0016853; GO:0016887; GO:0017116; GO:0043139	DNA recombination [GO:0006310]	cytoplasm
O34483	reviewed	HPRK_BACSU	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr kinase/phosphatase) (HPr(Ser) kinase/phosphorylase)	hprK ptsK yvoB BSU35000	Bacillus subtilis 168	NP_391380.1; NC_000964.3.;WP_003228097.1; NZ_JNCM01000033.1.;	310	BSU35000	NA	GO:0000155; GO:0000287; GO:0004674; GO:0004712; GO:0005524; GO:0005829; GO:0006109	regulation of carbohydrate metabolic process [GO:0006109]	unknown
O34507	reviewed	PRKC_BACSU	Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC) (EC 2.7.11.1)	prkC yloP BSU15770	Bacillus subtilis 168	NP_389459.1; NC_000964.3.;WP_003232062.1; NZ_JNCM01000035.1.;	648	BSU15770	NA	GO:0004674; GO:0005524; GO:0005886; GO:0006468; GO:0007165; GO:0009847; GO:0042834; GO:0071224; GO:0106310	cellular response to peptidoglycan [GO:0071224]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]; spore germination [GO:0009847]	unknown
O34513	reviewed	TMCAL_BACSU	tRNA(Met) cytidine acetate ligase (EC 6.3.4.-)	tmcAL ylbM BSU15060	Bacillus subtilis 168	NP_389389.1; NC_000964.3.;WP_003244707.1; NZ_JNCM01000035.1.;	415	BSU15060	NA	GO:0000049; GO:0005524; GO:0005737; GO:0006400; GO:0016879	tRNA modification [GO:0006400]	cytoplasm
O34521	reviewed	PTWCB_BACSU	PTS system N-acetylglucosamine-specific EIICB component (EIICB-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component)]	nagP yflF BSU07700	Bacillus subtilis 168	NP_388651.1; NC_000964.3.;WP_003243372.1; NZ_JNCM01000032.1.;	452	BSU07700	NA	GO:0005886; GO:0008982; GO:0009401; GO:0015572; GO:0015764; GO:0016301; GO:0016310; GO:0019866; GO:0045121; GO:0090563	N-acetylglucosamine transport [GO:0015764]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310]	inner membrane
O34525	reviewed	SPPA_BACSU	Putative signal peptide peptidase SppA (EC 3.4.21.-)	sppA yteI BSU29530	Bacillus subtilis 168	NP_390831.1; NC_000964.3.;WP_003229337.1; NZ_JNCM01000036.1.;	335	BSU29530	NA	GO:0005886; GO:0006508; GO:0008236; GO:0045121	proteolysis [GO:0006508]	inner membrane
O34527	reviewed	CYMR_BACSU	HTH-type transcriptional regulator CymR (Cysteine metabolism repressor)	cymR yrzC BSU27520	Bacillus subtilis 168	NP_390630.2; NC_000964.3.;WP_003225879.1; NZ_JNCM01000036.1.;	138	BSU27520	NA	GO:0001046; GO:0003700; GO:0005829; GO:0006355; GO:0032991; GO:0032993; GO:0042802; GO:0042803; GO:0051291	protein heterooligomerization [GO:0051291]; regulation of DNA-templated transcription [GO:0006355]	unknown
O34530	reviewed	RSGA_BACSU	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-) (Ribosome-associated GTPase CpgA)	rsgA cpgA engC yloQ BSU15780	Bacillus subtilis 168	NP_389460.1; NC_000964.3.;WP_003232060.1; NZ_JNCM01000035.1.;	298	BSU15780	NA	GO:0003924; GO:0005525; GO:0005737; GO:0019843; GO:0042274; GO:0046872	ribosomal small subunit biogenesis [GO:0042274]	cytoplasm
O34539	reviewed	NDPGT_BACSU	NDP-glycosyltransferase YjiC (EC 2.4.1.384) (UDP-glycosyltransferase YjiC)	yjiC BSU12220	Bacillus subtilis 168	NP_389104.1; NC_000964.3.;WP_003232783.1; NZ_JNCM01000035.1.;	392	BSU12220	NA	GO:0008194; GO:0016758; GO:0017000; GO:0019899; GO:0052695	antibiotic biosynthetic process [GO:0017000]; cellular glucuronidation [GO:0052695]	unknown
O34559	reviewed	URHG2_BACSU	Unsaturated rhamnogalacturonyl hydrolase YteR (URH) (EC 3.2.1.172)	yteR BSU30120	Bacillus subtilis 168	NP_390890.2; NC_000964.3.;	373	BSU30120	NA	GO:0005737; GO:0005975; GO:0102211	carbohydrate metabolic process [GO:0005975]	cytoplasm
O34614	reviewed	MNMM_BACSU	tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61) (5-aminomethyl-2-thiouridine methyltransferase) (MnmC-like methyltransferase) (bsMnmM) (tRNA 5-(aminomethyl)-2-thiouridylate-methyltransferase)	mnmM ytqB BSU30490	Bacillus subtilis 168	NP_390927.1; NC_000964.3.;WP_004398483.1; NZ_JNCM01000036.1.;	194	BSU30490	PATHWAY: tRNA modification. {ECO:0000269|PubMed:36762482}.	GO:0004808; GO:0008033; GO:0032259	methylation [GO:0032259]; tRNA processing [GO:0008033]	unknown
O34676	reviewed	KAMA_BACSU	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.2) (KAM)	kamA BSU19690	Bacillus subtilis 168	NP_389850.1; NC_000964.3.;WP_004399420.1; NZ_JNCM01000036.1.;	471	BSU19690	PATHWAY: Amino-acid degradation; L-lysine degradation via acetate pathway.	GO:0019475; GO:0046872; GO:0050066; GO:0051539	L-lysine catabolic process to acetate [GO:0019475]	unknown
O34680	reviewed	YDIP_BACSU	Type II methyltransferase M2.BsuMI (M2.BsuMI) (EC 2.1.1.37) (BsuMI modification methylase subunit YdiP) (Cytosine-specific methyltransferase M2.BsuMI)	ydiP BSU06070	Bacillus subtilis 168	NP_388488.1; NC_000964.3.;WP_003242904.1; NZ_JNCM01000032.1.;	389	BSU06070	NA	GO:0003677; GO:0003886; GO:0009007; GO:0009307; GO:0032259	DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]	unknown
O34693	reviewed	RQCH_BACSU	Rqc2 homolog RqcH (RqcH)	rqcH yloA BSU15640	Bacillus subtilis 168	NP_389447.1; NC_000964.3.;WP_003232089.1; NZ_JNCM01000035.1.;WP_010886504.1; NC_000964.3.;	570	BSU15640	NA	GO:0000049; GO:0043023; GO:0072344; GO:1990112; GO:1990116	rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]	unknown
O34714	reviewed	OXDC_BACSU	Oxalate decarboxylase OxdC (EC 4.1.1.2)	oxdC yvrK BSU33240	Bacillus subtilis 168	NP_391204.1; NC_000964.3.;WP_003243476.1; NZ_JNCM01000033.1.;	385	BSU33240	NA	GO:0005737; GO:0030288; GO:0033609; GO:0046564; GO:0046872	oxalate metabolic process [GO:0033609]	cytoplasm
O34746	reviewed	FABH1_BACSU	Beta-ketoacyl-[acyl-carrier-protein] synthase III 1 (Beta-ketoacyl-ACP synthase III 1) (KAS III 1) (EC 2.3.1.180) (EC 2.3.1.300) (3-oxoacyl-[acyl-carrier-protein] synthase 3 1) (3-oxoacyl-[acyl-carrier-protein] synthase III 1) (Branched-chain beta-ketoacyl-[acyl-carrier-protein] synthase 1) (bFabH1)	fabHA fabH fabH1 yjaX BSU11330	Bacillus subtilis 168	NP_389015.1; NC_000964.3.;WP_003232971.1; NZ_JNCM01000035.1.;	312	BSU11330	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01815}.	GO:0004315; GO:0005737; GO:0006633; GO:0033818; GO:0061990	fatty acid biosynthetic process [GO:0006633]	cytoplasm
O34748	reviewed	RECQ_BACSU	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	recQ yocI BSU19220	Bacillus subtilis 168	NP_389803.1; NC_000964.3.;WP_004399229.1; NZ_JNCM01000036.1.;	591	BSU19220	NA	GO:0000723; GO:0000724; GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006268; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0016853; GO:0016887; GO:0030894; GO:0032508; GO:0043138; GO:0043590; GO:0044806; GO:0046872	DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via homologous recombination [GO:0000724]; G-quadruplex DNA unwinding [GO:0044806]; SOS response [GO:0009432]; telomere maintenance [GO:0000723]	cytoplasm
O34777	reviewed	OHRR_BACSU	Organic hydroperoxide resistance transcriptional regulator	ohrR ykmA BSU13150	Bacillus subtilis 168	NP_389198.1; NC_000964.3.;WP_003245653.1; NZ_JNCM01000035.1.;	147	BSU13150	NA	GO:0000122; GO:0000977; GO:0001227; GO:0005737; GO:0006355; GO:0042542; GO:0042802; GO:0042803; GO:0045892	negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]; response to hydrogen peroxide [GO:0042542]	cytoplasm
O34798	reviewed	PDAC_BACSU	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-) (Polysaccharide deacetylase PdaC)	pdaC yjeA BSU12100	Bacillus subtilis 168	NP_389092.1; NC_000964.3.;WP_003245023.1; NZ_JNCM01000035.1.;	467	BSU12100	NA	GO:0005886; GO:0005975; GO:0016810; GO:0046872	carbohydrate metabolic process [GO:0005975]	inner membrane
O34817	reviewed	NAGR_BACSU	HTH-type transcriptional repressor NagR (N-acetylglucosamine utilization regulator)	nagR yvoA BSU35030	Bacillus subtilis 168	NP_391383.1; NC_000964.3.;WP_003228089.1; NZ_JNCM01000033.1.;	243	BSU35030	NA	GO:0003677; GO:0003700; GO:0045892	negative regulation of DNA-templated transcription [GO:0045892]	unknown
O34840	reviewed	CHAA_BACSU	Ca(2+)/H(+) antiporter ChaA	chaA yfkE BSU07920	Bacillus subtilis 168	NP_388673.1; NC_000964.3.;WP_003242902.1; NZ_JNCM01000032.1.;	351	BSU07920	NA	GO:0005886; GO:0006874; GO:0015369; GO:0070588	calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]	inner membrane
O34860	reviewed	RSBRB_BACSU	RsbT co-antagonist protein RsbRB (Stressosome protein RsbRB)	rsbRB ykoB BSU13200	Bacillus subtilis 168	NP_389203.1; NC_000964.3.;WP_003232560.1; NZ_JNCM01000035.1.;	277	BSU13200	NA	NA	NA	unknown
O34876	reviewed	FTSX_BACSU	Cell division protein FtsX	ftsX BSU35250	Bacillus subtilis 168	NP_391405.1; NC_000964.3.;WP_009968247.1; NZ_JNCM01000033.1.;	296	BSU35250	NA	GO:0005886; GO:0008356; GO:0032153; GO:0045121; GO:0045881; GO:0070297; GO:0090529	asymmetric cell division [GO:0008356]; cell septum assembly [GO:0090529]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; regulation of phosphorelay signal transduction system [GO:0070297]	inner membrane
O34919	reviewed	YOSS_BACSU	SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	yosS yojU BSU20020	Bacillus subtilis 168	NP_389883.1; NC_000964.3.;WP_004399492.1; NZ_JNCM01000036.1.;	142	BSU20020	PATHWAY: Pyrimidine metabolism; dUMP biosynthesis; dUMP from dCTP (dUTP route): step 2/2.	GO:0000287; GO:0004170; GO:0006226; GO:0032991; GO:0042802; GO:0046081	dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]	unknown
O34926	reviewed	CYPX_BACSU	Pulcherriminic acid synthase (EC 1.14.15.13) (CYP134A1) (Cyclo-L-leucyl-L-leucyl dipeptide oxidase) (Cytochrome P450 CypX)	cypX cyp134 cypB BSU35060	Bacillus subtilis 168	NP_391386.1; NC_000964.3.;WP_003244436.1; NZ_JNCM01000033.1.;	405	BSU35060	NA	GO:0005506; GO:0016713; GO:0020037; GO:0046148	pigment biosynthetic process [GO:0046148]	unknown
O34928	reviewed	PDAA_BACSU	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-)	pdaA yfjS BSU07980	Bacillus subtilis 168	NP_388679.1; NC_000964.3.;WP_003244439.1; NZ_JNCM01000032.1.;	263	BSU07980	NA	GO:0005975; GO:0016020; GO:0016810; GO:0019213; GO:0030435; GO:0046872; GO:0071555	carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O34939	reviewed	YDIO_BACSU	Type II methyltransferase M1.BsuMI (M1.BsuMI) (EC 2.1.1.37) (BsuMI modification methylase subunit YdiO) (Cytosine-specific methyltransferase M1.BsuMI)	ydiO BSU06060	Bacillus subtilis 168	NP_388487.1; NC_000964.3.;WP_003234063.1; NZ_JNCM01000032.1.;	427	BSU06060	NA	GO:0003677; GO:0003886; GO:0009007; GO:0009307; GO:0032259	DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]	unknown
O34962	reviewed	MAO4_BACSU	Bifunctional malic/malolactic enzyme (EC 1.1.1.40) (EC 4.1.1.101) (Malolactic enzyme) (MLE) (NADP-dependent malic enzyme) (NADP-ME)	ytsJ BSU29220	Bacillus subtilis 168	NP_390800.1; NC_000964.3.;WP_003229415.1; NZ_JNCM01000036.1.;	410	BSU29220	NA	GO:0004471; GO:0004473; GO:0008948; GO:0046872; GO:0051287	NA	unknown
O35000	reviewed	NAGB_BACSU	Glucosamine-6-phosphate deaminase 1 (EC 3.5.99.6) (GlcN6P deaminase 1) (GNPDA 1) (Glucosamine-6-phosphate isomerase 1)	nagB BSU35020	Bacillus subtilis 168	NP_391382.1; NC_000964.3.;WP_003228092.1; NZ_JNCM01000033.1.;	242	BSU35020	PATHWAY: Amino-sugar metabolism; N-acetylneuraminate degradation; D-fructose 6-phosphate from N-acetylneuraminate: step 5/5. {ECO:0000255|HAMAP-Rule:MF_01241}.	GO:0004342; GO:0005737; GO:0005829; GO:0005975; GO:0006043; GO:0006046; GO:0019262; GO:0042802	carbohydrate metabolic process [GO:0005975]; glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]	unknown
O35002	reviewed	CTPB_BACSU	Carboxy-terminal processing protease CtpB (C-terminal processing protease) (EC 3.4.21.102)	ctpB yvjB BSU35240	Bacillus subtilis 168	NP_391404.1; NC_000964.3.;WP_003228041.1; NZ_JNCM01000033.1.;	480	BSU35240	NA	GO:0004175; GO:0004252; GO:0006508; GO:0006518; GO:0007165; GO:0008233; GO:0030288; GO:0030435; GO:0042277; GO:0042802; GO:0042803	peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]; signal transduction [GO:0007165]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O35013	reviewed	YTKD_BACSU	Putative 8-oxo-dGTP diphosphatase YtkD (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (dGTP pyrophosphohydrolase)	ytkD mutTA BSU30630	Bacillus subtilis 168	NP_390941.1; NC_000964.3.;WP_003229087.1; NZ_JNCM01000036.1.;	158	BSU30630	NA	GO:0005737; GO:0016818; GO:0035539; GO:0046872	NA	unknown
O54408	reviewed	RELA_BACSU	GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)	relA BSU27600	Bacillus subtilis 168	NP_390638.2; NC_000964.3.;WP_003229747.1; NZ_JNCM01000036.1.;	734	BSU27600	PATHWAY: Purine metabolism; ppGpp biosynthesis; ppGpp from GTP: step 1/2.	GO:0005524; GO:0005525; GO:0005886; GO:0008728; GO:0008893; GO:0015970; GO:0016301; GO:0016310; GO:0042594	guanosine tetraphosphate biosynthetic process [GO:0015970]; phosphorylation [GO:0016310]; response to starvation [GO:0042594]	unknown
P00497	reviewed	PUR1_BACSU	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF BSU06490	Bacillus subtilis 168	NP_388531.2; NC_000964.3.;WP_003233947.1; NZ_JNCM01000032.1.;	476	BSU06490	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_01931}.	GO:0000287; GO:0004044; GO:0005737; GO:0006164; GO:0006189; GO:0006541; GO:0009113; GO:0051539	'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]; purine nucleotide biosynthetic process [GO:0006164]	unknown
P04189	reviewed	SUBT_BACSU	Subtilisin E (EC 3.4.21.62)	aprE apr aprA sprE BSU10300	Bacillus subtilis 168	NP_388911.2; NC_000964.3.;WP_003233171.1; NZ_JNCM01000035.1.;WP_009966941.1; NZ_CM000487.1.;	381	BSU10300	NA	GO:0004252; GO:0005615; GO:0006508; GO:0030435; GO:0046872	proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	secreted
P05043	reviewed	SP0E_BACSU	Aspartyl-phosphate phosphatase Spo0E (EC 3.1.3.-) (Stage 0 sporulation protein E) (Stage 0 sporulation regulatory protein Spo0E)	spo0E BSU13640	Bacillus subtilis 168	NP_389247.1; NC_000964.3.;WP_003218598.1; NZ_JNCM01000035.1.;	85	BSU13640	NA	GO:0016787; GO:0030435; GO:0043937; GO:0046983	regulation of sporulation [GO:0043937]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P05655	reviewed	LSC_BACSU	Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Fructosyltransferase) (FTF) (Sucrose 6-fructosyl transferase)	sacB BSU34450	Bacillus subtilis 168	NP_391325.1; NC_000964.3.;WP_001022105.1; NZ_JNCM01000033.1.;	473	BSU34450	NA	GO:0005576; GO:0009758; GO:0046872; GO:0050053	carbohydrate utilization [GO:0009758]	secreted
P05656	reviewed	SACC_BACSU	Levanase (EC 3.2.1.80) (Beta-D-fructofuranosidase) (Exo-beta-D-fructosidase) (Exo-levanase)	sacC BSU27030	Bacillus subtilis 168	NP_390581.1; NC_000964.3.;WP_004398804.1; NC_000964.3.;	677	BSU27030	NA	GO:0004575; GO:0005576; GO:0005737; GO:0005987; GO:0051669	sucrose catabolic process [GO:0005987]	secreted
P06534	reviewed	SP0A_BACSU	Stage 0 sporulation protein A (Stage 0 sporulation protein C) (Stage 0 sporulation protein G)	spo0A spo0C spo0G BSU24220	Bacillus subtilis 168	NP_390302.1; NC_000964.3.;WP_003226427.1; NZ_JNCM01000036.1.;	267	BSU24220	NA	GO:0000156; GO:0000976; GO:0003700; GO:0005509; GO:0005829; GO:0008356; GO:0030435; GO:0032993; GO:0045881; GO:0045893; GO:0051606; GO:0090529; GO:0090606	asymmetric cell division [GO:0008356]; cell septum assembly [GO:0090529]; detection of stimulus [GO:0051606]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; single-species surface biofilm formation [GO:0090606]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm
P07788	reviewed	COTA_BACSU	Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)	cotA pig BSU06300	Bacillus subtilis 168	NP_388511.1; NC_000964.3.;WP_003243170.1; NZ_JNCM01000032.1.;	513	BSU06300	NA	GO:0005507; GO:0016491; GO:0030288; GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P07860	reviewed	RPSF_BACSU	RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)	sigF spoIIAC BSU23450	Bacillus subtilis 168	NP_390226.1; NC_000964.3.;WP_003230458.1; NZ_JNCM01000036.1.;	255	BSU23450	NA	GO:0003677; GO:0006352; GO:0016987; GO:0030435	DNA-templated transcription initiation [GO:0006352]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P08164	reviewed	NADE_BACSU	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)	nadE outB BSU03130	Bacillus subtilis 168	NP_388195.1; NC_000964.3.;WP_003246440.1; NZ_JNCM01000030.1.;	272	BSU03130	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from deamido-NAD(+) (ammonia route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00193, ECO:0000269|PubMed:7890752}.	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435; GO:0030435; GO:0046872	NAD biosynthetic process [GO:0009435]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P08495	reviewed	AK2_BACSU	Aspartokinase 2 (EC 2.7.2.4) (Aspartate kinase 2) (Aspartokinase II)	lysC BSU28470	Bacillus subtilis 168	NP_390725.1; NC_000964.3. [P08495-1];WP_003229564.1; NZ_JNCM01000036.1.;	408	BSU28470	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 1/4.; PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-homoserine from L-aspartate: step 1/3.; PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 1/5.	GO:0004072; GO:0005524; GO:0005829; GO:0009088; GO:0009089; GO:0009090; GO:0016310; GO:0019877	diaminopimelate biosynthetic process [GO:0019877]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]	unknown
P08750	reviewed	DACA_BACSU	D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)	dacA BSU00100	Bacillus subtilis 168	NP_387891.1; NC_000964.3.;WP_009966224.1; NZ_JNCM01000024.1.;	443	BSU00100	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis.	GO:0005576; GO:0005886; GO:0006508; GO:0008360; GO:0009002; GO:0009252; GO:0045121; GO:0071555	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	inner membrane
